id,race,gender,reason_injury,reason_escape,reason_weapons,reason_possess_evidence,items_found,total_reasons
13124,White,F,1,1,0,0,0,2
13127,Black,F,1,1,0,0,0,2
13136,White,M,1,0,0,0,0,1
13141,White,M,1,0,1,0,0,2
13142,White,M,1,0,0,0,0,1
13143,White,M,0,0,0,0,0,0
13144,White,M,0,0,0,0,0,0
13145,White,M,0,0,0,0,0,0
13160,White,M,1,1,0,0,0,2
13162,White,M,1,1,1,1,0,4
13178,Black,M,1,0,0,1,0,2
13203,White,F,1,1,0,0,0,2
13209,White,F,1,1,0,1,0,3
13221,White,M,1,0,0,1,0,2
13233,Black,M,1,1,1,0,0,3
13238,White,M,1,1,1,1,0,4
13248,White,M,1,0,0,1,0,2
13249,White,M,0,0,1,0,0,1
13250,White,M,0,0,0,0,0,0
13255,Black,M,1,1,0,1,0,3
13262,White,M,1,1,1,1,0,4
13275,East/Southeast Asian,M,1,1,0,0,1,2
13276,East/Southeast Asian,M,1,1,0,0,1,2
13286,South Asian,M,1,0,0,0,0,1
13297,White,M,0,0,0,0,1,0
13305,White,F,0,0,0,0,0,0
13309,White,F,1,1,0,0,0,2
13310,White,F,0,0,0,1,0,1
13313,White,F,1,1,0,0,0,2
13327,White,M,1,0,0,0,0,1
13364,White,M,1,0,0,0,0,1
13381,Black,M,1,0,0,1,0,2
13397,Black,M,1,1,1,0,0,3
13399,White,M,1,0,0,0,0,1
13407,White,M,1,1,1,1,0,4
13418,White,F,1,0,0,1,0,2
13419,White,F,1,0,0,0,0,1
13420,White,F,1,1,0,0,0,2
13429,East/Southeast Asian,M,1,0,1,1,0,3
13435,White,M,1,0,0,0,0,1
13443,White,M,1,1,0,0,0,2
13450,White,M,0,0,1,0,0,1
13474,Black,M,1,0,0,0,0,1
13478,Black,M,1,1,1,1,0,4
13488,White,M,1,0,0,1,0,2
13499,White,M,1,0,0,0,0,1
13516,White,M,1,1,1,1,0,4
13531,White,M,1,0,0,0,1,1
13546,White,M,0,0,0,1,0,1
13551,White,F,1,0,1,0,0,2
13554,Unknown or Legacy,M,1,1,1,1,0,4
13567,White,M,1,0,0,0,0,1
13569,White,M,1,1,1,0,1,3
13571,White,M,0,0,0,0,0,0
13577,Black,M,1,0,0,1,1,2
13589,South Asian,M,1,0,0,1,0,2
13590,Black,M,0,0,0,1,0,1
13596,White,M,1,0,1,1,1,3
13599,White,M,1,0,0,0,0,1
13608,White,F,0,0,0,1,0,1
13630,White,F,1,1,0,0,1,2
13631,White,M,1,0,1,1,0,3
13634,Indigenous,M,1,0,1,1,0,3
13638,Indigenous,M,1,0,1,0,0,2
13652,White,M,1,1,1,1,0,4
13672,White,M,1,1,1,1,0,4
13678,White,M,1,1,1,1,0,4
13684,Black,M,0,0,0,1,0,1
13687,White,M,1,0,0,0,0,1
13706,White,M,1,0,0,0,0,1
13711,White,M,1,1,0,0,0,2
13716,White,M,1,1,1,1,0,4
13733,Black,M,1,1,1,1,1,4
13748,Black,M,1,1,1,1,1,4
13753,Black,M,0,0,1,0,0,1
13756,Middle-Eastern,M,1,0,0,0,0,1
13757,Middle-Eastern,M,1,0,1,0,0,2
13765,Unknown or Legacy,M,0,0,0,0,0,0
13767,Black,M,1,0,1,1,0,3
13771,White,M,1,1,1,1,0,4
13778,White,M,1,1,0,0,0,2
13781,White,M,0,0,0,0,0,0
13784,Black,M,1,1,0,1,0,3
13790,Black,M,0,0,1,0,0,1
13801,White,M,0,0,0,0,0,0
13808,White,F,1,1,1,0,1,3
13821,White,M,1,0,0,0,0,1
13826,White,M,1,1,1,0,0,3
13827,White,M,0,0,0,0,0,0
13828,White,M,1,0,0,0,0,1
13830,White,M,1,1,1,0,0,3
13834,White,M,0,0,0,0,0,0
13835,White,M,1,1,1,0,0,3
13836,White,M,1,0,1,0,0,2
13839,White,M,1,1,0,0,0,2
13846,White,M,0,0,0,0,1,0
13851,White,M,1,1,1,1,0,4
13856,Unknown or Legacy,M,1,1,0,0,1,2
13860,Black,M,1,0,0,1,0,2
13861,Unknown or Legacy,M,1,1,0,0,1,2
13862,East/Southeast Asian,M,0,0,0,1,0,1
13863,East/Southeast Asian,M,1,0,0,0,1,1
13877,White,M,1,1,0,0,0,2
13888,White,M,1,0,1,0,0,2
13894,Black,M,1,0,0,1,0,2
13895,Black,M,0,0,0,1,1,1
13896,Black,M,1,0,0,0,0,1
13897,Black,M,0,0,0,1,1,1
13898,Black,M,1,0,1,0,1,2
13914,Black,M,0,0,0,1,0,1
13932,White,M,1,1,0,0,1,2
13937,Black,M,0,0,1,0,0,1
13939,White,M,1,0,0,0,0,1
13942,Unknown or Legacy,M,1,1,1,1,0,4
13951,Black,M,1,1,0,0,1,2
13966,Black,M,0,0,0,0,0,0
13976,Black,F,1,0,1,0,0,2
13989,Latino,M,1,1,1,0,1,3
14038,Black,F,1,0,1,1,0,3
14044,White,M,1,1,0,1,0,3
14052,White,M,1,0,1,0,0,2
14074,Black,M,1,1,0,1,1,3
14097,Indigenous,M,1,1,1,1,0,4
14098,White,M,1,0,0,0,0,1
14106,White,M,1,0,0,0,0,1
14112,White,M,1,1,0,0,0,2
14118,White,M,1,1,1,1,0,4
14123,Black,M,1,0,0,0,0,1
14124,Black,M,1,0,1,1,1,3
14127,Black,M,0,0,0,0,1,0
14139,East/Southeast Asian,M,1,0,1,0,0,2
14152,East/Southeast Asian,M,1,0,0,0,0,1
14155,Middle-Eastern,M,1,0,0,0,0,1
14157,White,M,1,0,1,1,0,3
14164,South Asian,M,1,0,0,0,0,1
14170,White,M,1,1,0,0,1,2
14194,Middle-Eastern,F,1,1,1,0,0,3
14198,Middle-Eastern,M,1,1,1,1,0,4
14200,Middle-Eastern,M,1,1,1,1,1,4
14201,South Asian,M,1,0,0,0,0,1
14202,East/Southeast Asian,M,1,1,0,0,0,2
14203,Black,M,1,1,1,1,0,4
14204,Black,M,1,1,0,0,0,2
14205,Black,M,1,0,0,0,0,1
14206,Black,M,1,1,1,0,0,3
14208,Middle-Eastern,M,0,0,1,1,1,2
14210,Unknown or Legacy,M,0,0,0,0,0,0
14219,Black,M,1,0,0,0,0,1
14221,South Asian,M,1,0,1,0,0,2
14223,Black,M,1,0,0,0,0,1
14233,Black,M,1,1,1,1,0,4
14241,East/Southeast Asian,M,1,1,1,0,0,3
14246,East/Southeast Asian,M,1,1,1,0,0,3
14251,White,F,1,0,1,0,0,2
14253,White,M,0,0,0,0,0,0
14268,White,M,1,0,1,1,0,3
14279,East/Southeast Asian,M,1,0,1,1,0,3
14296,Black,M,1,0,0,0,0,1
14299,Black,F,0,0,1,0,0,1
14304,White,F,1,0,1,0,1,2
14311,White,M,1,0,0,0,0,1
14313,White,M,0,0,0,0,0,0
14318,White,M,1,1,1,1,0,4
14323,White,M,1,1,1,1,0,4
14333,Black,M,1,1,1,1,0,4
14335,White,M,1,0,1,0,0,2
14349,White,M,1,1,1,1,0,4
14381,Black,F,1,1,1,1,0,4
14382,Black,M,1,0,0,0,1,1
14385,Black,M,1,0,0,0,1,1
14390,White,M,1,1,1,1,0,4
14391,White,M,1,1,0,1,1,3
14392,White,M,0,0,0,1,0,1
14393,White,M,1,0,1,1,0,3
14404,White,M,1,0,0,0,1,1
14411,Indigenous,M,0,0,0,1,0,1
14415,Indigenous,M,1,1,0,1,0,3
14417,White,M,1,1,1,0,0,3
14439,South Asian,M,1,0,1,0,0,2
14440,East/Southeast Asian,M,1,1,1,1,0,4
14441,Unknown or Legacy,M,1,0,1,0,0,2
14442,Unknown or Legacy,M,1,0,1,0,0,2
14445,White,M,0,0,0,0,0,0
14449,East/Southeast Asian,M,1,0,1,0,0,2
14450,Unknown or Legacy,M,0,0,0,1,1,1
14451,White,M,1,0,0,0,0,1
14469,White,M,1,1,0,0,1,2
14471,White,M,0,0,0,0,1,0
14475,White,M,1,0,1,0,0,2
14478,White,M,1,1,0,1,0,3
14482,White,M,1,1,1,1,0,4
14488,White,M,0,0,0,0,0,0
14506,White,M,1,1,1,1,0,4
14508,South Asian,M,1,0,0,1,0,2
14511,Unknown or Legacy,F,1,0,0,0,0,1
14535,Black,M,1,0,1,1,0,3
14544,White,M,1,0,0,0,0,1
14549,Black,M,0,0,0,0,0,0
14550,Black,M,0,0,0,1,0,1
14557,Black,M,0,0,0,0,1,0
14559,White,M,1,0,1,0,0,2
14575,Black,M,1,1,1,0,0,3
14576,Black,M,1,1,1,0,0,3
14586,East/Southeast Asian,M,1,0,0,0,1,1
14587,East/Southeast Asian,M,0,0,0,0,0,0
14588,East/Southeast Asian,M,1,1,1,1,0,4
14589,East/Southeast Asian,M,0,0,0,1,0,1
14592,Black,M,1,1,1,1,0,4
14596,White,M,1,0,1,0,0,2
14616,Unknown or Legacy,M,1,0,0,0,0,1
14620,White,M,1,1,1,1,0,4
14622,White,M,1,0,0,0,0,1
14648,Black,M,1,0,1,0,0,2
14669,White,M,0,0,0,1,0,1
14672,White,M,1,1,0,1,1,3
14674,Unknown or Legacy,M,1,0,1,1,0,3
14677,White,M,1,0,0,0,0,1
14682,Black,M,1,1,1,1,0,4
14683,Black,M,1,0,1,0,0,2
14685,White,F,1,0,0,0,0,1
14689,Black,M,1,0,0,0,0,1
14699,White,M,1,1,0,0,1,2
14700,White,M,1,1,1,1,0,4
14705,White,F,0,0,0,1,0,1
14709,Black,M,1,1,1,1,0,4
14722,Unknown or Legacy,M,1,1,1,1,0,4
14723,White,M,1,1,1,1,0,4
14724,White,M,1,1,1,1,1,4
14732,Black,M,1,0,0,0,0,1
14733,Black,M,1,0,1,0,1,2
14744,Indigenous,M,0,0,0,1,0,1
14746,Indigenous,M,1,1,0,1,0,3
14747,Indigenous,M,1,0,1,0,0,2
14755,White,F,0,0,0,0,1,0
14758,White,M,0,0,0,1,0,1
14765,White,M,1,0,0,0,0,1
14772,Black,M,1,1,1,0,0,3
14782,White,M,1,0,1,0,0,2
14784,White,M,0,0,0,0,0,0
14805,Black,M,1,1,0,1,0,3
14806,White,M,0,0,0,1,0,1
14808,Black,F,0,1,1,0,0,2
14810,Latino,M,1,0,0,0,0,1
14811,Black,M,1,0,1,1,1,3
14812,Black,M,1,1,1,1,0,4
14820,White,F,1,0,0,0,0,1
14825,Black,M,0,0,0,0,1,0
14837,White,M,1,1,1,1,0,4
14846,Black,M,0,0,1,0,0,1
14847,Black,M,0,0,0,0,1,0
14860,White,M,1,0,0,1,0,2
14874,White,M,1,0,1,1,0,3
14879,White,M,1,1,1,1,1,4
14890,Unknown or Legacy,F,0,1,0,1,0,2
14912,White,F,1,0,0,0,0,1
14913,White,M,0,0,0,0,0,0
14918,White,M,0,0,0,0,0,0
14930,Black,F,1,1,1,0,1,3
14956,Black,M,0,0,0,0,0,0
14957,White,M,1,1,0,0,0,2
14973,White,M,1,1,1,0,0,3
15008,White,M,1,1,0,0,0,2
15018,Black,M,1,1,1,1,0,4
15021,White,M,1,1,1,1,0,4
15053,White,M,0,0,0,0,0,0
15060,White,M,1,1,0,0,0,2
15061,White,M,0,0,0,0,0,0
15067,White,M,1,1,1,1,0,4
15068,White,M,1,1,0,1,1,3
15069,White,M,1,0,0,0,0,1
15070,White,M,1,1,0,0,1,2
15071,White,M,1,0,0,1,0,2
15072,White,M,1,0,0,0,0,1
15073,White,M,1,1,1,0,0,3
15074,White,M,1,0,0,0,0,1
15075,White,M,1,1,0,0,1,2
15076,White,M,1,1,1,0,0,3
15099,Black,M,1,1,1,1,1,4
15112,White,M,1,0,0,0,1,1
15114,White,M,0,0,0,0,0,0
15115,White,M,1,0,0,1,1,2
15122,White,M,1,0,0,0,0,1
15123,White,M,1,0,0,0,0,1
15131,White,F,1,1,1,1,0,4
15134,White,M,1,0,0,0,0,1
15141,White,F,0,0,0,0,0,0
15148,White,M,0,0,0,0,0,0
15149,White,M,1,0,0,1,0,2
15154,White,M,1,1,0,1,0,3
15159,Black,M,1,0,0,1,0,2
15167,White,F,0,0,0,1,0,1
15173,Black,M,1,1,1,0,0,3
15190,White,M,1,1,1,0,0,3
15195,Black,F,0,0,0,1,0,1
15205,Middle-Eastern,M,1,0,0,1,1,2
15206,Middle-Eastern,M,1,0,0,0,1,1
15207,Middle-Eastern,M,1,0,1,0,0,2
15211,White,M,1,1,1,1,0,4
15212,Black,M,0,0,1,0,0,1
15221,Black,M,0,0,1,0,0,1
15222,Black,M,0,0,0,0,0,0
15230,White,M,1,1,1,1,0,4
15234,White,M,1,0,0,1,1,2
15239,White,M,1,1,1,0,0,3
15271,White,M,1,0,1,1,0,3
15272,East/Southeast Asian,M,0,0,1,0,0,1
15283,Latino,M,1,0,0,0,0,1
15284,White,M,1,1,0,0,1,2
15300,Latino,M,1,1,0,0,1,2
15301,Black,M,1,1,0,0,1,2
15302,Black,M,1,0,1,1,0,3
15303,White,M,1,1,1,0,0,3
15305,White,M,1,0,0,0,0,1
15306,White,M,1,0,0,1,0,2
15318,White,M,0,0,1,0,0,1
15320,White,M,0,0,1,0,1,1
15322,White,M,1,0,0,0,0,1
15324,White,M,1,1,0,1,1,3
15328,White,M,0,0,0,1,0,1
15337,Black,M,0,1,0,1,0,2
15357,White,M,1,0,0,0,1,1
15360,White,M,1,1,1,0,0,3
15361,White,M,1,0,0,0,0,1
15372,White,M,1,1,0,1,1,3
15374,White,M,1,0,0,0,0,1
15390,Black,M,1,0,0,0,1,1
15391,Black,M,1,0,0,0,1,1
15396,Black,M,1,1,0,0,1,2
15400,White,F,1,0,0,1,0,2
15402,Indigenous,M,1,0,1,1,0,3
15407,White,M,0,0,0,1,0,1
15418,Unknown or Legacy,M,1,0,1,1,1,3
15426,Black,M,1,1,1,1,0,4
15435,White,M,1,0,0,0,0,1
15436,White,M,0,0,0,0,0,0
15445,Black,M,1,0,1,1,0,3
15446,Black,M,0,0,0,0,0,0
15447,Black,M,1,1,1,1,0,4
15453,White,M,1,0,1,0,0,2
15455,White,M,1,1,1,1,0,4
15460,White,M,1,0,0,0,0,1
15470,East/Southeast Asian,M,1,0,0,1,0,2
15478,Black,M,1,0,1,0,0,2
15480,White,M,1,0,1,0,0,2
15484,White,M,1,0,1,0,0,2
15486,White,M,1,1,0,0,0,2
15487,White,M,1,0,0,0,1,1
15529,White,M,0,0,0,0,0,0
15557,White,M,1,1,1,0,0,3
15560,White,M,1,1,1,0,0,3
15561,White,M,1,0,0,1,0,2
15604,White,M,1,0,0,1,0,2
15613,White,M,1,0,0,0,1,1
15614,White,M,0,0,0,0,1,0
15619,White,M,1,0,0,1,0,2
15620,White,M,1,0,1,0,1,2
15624,White,M,0,0,0,1,1,1
15629,White,M,1,0,1,0,1,2
15676,White,M,1,0,1,0,0,2
15679,White,F,1,0,0,0,0,1
15680,White,F,1,1,0,1,0,3
15696,White,M,1,0,0,0,0,1
15723,White,F,1,1,1,0,0,3
15724,White,F,0,0,0,0,0,0
15732,Unknown or Legacy,F,1,1,0,0,1,2
15740,White,M,1,1,1,1,1,4
15741,White,M,1,1,0,1,1,3
15744,Black,M,1,1,1,1,0,4
15745,Black,M,1,1,1,0,1,3
15748,White,M,1,0,0,1,0,2
15749,White,M,1,0,0,0,0,1
15776,White,M,1,0,0,0,0,1
15783,White,M,0,0,0,1,1,1
15784,White,M,1,0,0,0,1,1
15787,White,M,1,0,0,0,0,1
15788,White,M,0,0,0,1,0,1
15789,Black,M,0,0,0,0,1,0
15807,Black,M,1,1,0,0,1,2
15825,Black,M,1,1,0,0,0,2
15827,Latino,M,1,0,0,0,0,1
15848,Black,F,0,0,0,0,1,0
15849,Black,F,1,1,0,1,1,3
15863,White,M,1,1,1,1,1,4
15866,Unknown or Legacy,M,1,1,0,1,1,3
15871,East/Southeast Asian,M,1,1,0,0,1,2
15872,East/Southeast Asian,M,1,0,0,1,1,2
15881,White,M,1,1,0,0,1,2
15882,White,M,1,0,0,0,1,1
15883,White,M,1,1,0,0,1,2
15897,Black,M,1,0,0,1,1,2
15909,Black,M,1,0,1,0,0,2
15913,White,M,1,0,0,1,0,2
15917,White,M,1,0,0,0,0,1
15918,White,M,0,0,0,0,0,0
15919,White,M,0,0,0,0,0,0
15920,White,M,1,0,0,1,0,2
15931,White,M,1,0,0,0,1,1
15932,White,M,1,1,1,1,1,4
15935,White,M,0,0,0,0,1,0
15941,White,M,1,0,0,0,0,1
15942,White,M,1,0,1,0,1,2
15943,White,M,0,0,0,1,0,1
15959,White,F,1,0,1,1,0,3
15960,Black,M,0,0,1,1,0,2
15962,Black,M,0,0,0,1,0,1
15967,Black,M,1,0,1,1,0,3
15968,White,F,1,0,0,0,0,1
15970,Black,M,0,0,0,1,1,1
15971,White,M,1,0,0,0,0,1
15972,White,M,1,0,1,0,1,2
15977,Black,M,1,1,1,1,1,4
15983,Indigenous,F,0,0,0,0,1,0
16001,Black,M,1,1,1,1,0,4
16004,Latino,M,1,1,1,1,0,4
16005,Latino,M,1,0,0,0,0,1
16009,White,M,1,1,1,1,0,4
16033,White,M,1,1,0,0,1,2
16035,White,M,1,1,0,0,1,2
16036,White,M,1,1,1,0,1,3
16040,White,M,0,0,0,0,0,0
16048,White,F,1,0,0,0,1,1
16052,East/Southeast Asian,M,1,0,0,0,0,1
16058,East/Southeast Asian,M,1,0,0,1,0,2
16060,Unknown or Legacy,M,0,0,0,1,0,1
16062,White,M,0,0,0,0,1,0
16073,White,F,1,1,1,1,1,4
16074,White,F,0,0,0,0,1,0
16100,White,M,1,0,0,0,1,1
16103,White,M,1,1,1,1,0,4
16127,South Asian,M,0,0,1,1,0,2
16132,White,M,1,0,0,1,0,2
16142,Black,F,1,0,1,0,1,2
16146,Black,M,1,1,0,1,0,3
16157,White,M,0,0,0,1,1,1
16163,White,M,1,1,1,1,1,4
16165,White,M,1,1,1,1,1,4
16167,White,M,1,1,0,1,1,3
16169,White,M,1,1,1,1,1,4
16182,Unknown or Legacy,M,1,0,1,0,1,2
16189,White,M,1,1,0,0,1,2
16192,Black,M,0,0,0,1,1,1
16201,White,M,1,0,1,1,1,3
16215,White,M,1,1,0,0,0,2
16218,White,M,1,0,0,0,0,1
16221,White,M,1,0,1,0,0,2
16222,White,M,1,0,0,0,0,1
16224,White,M,1,0,1,1,1,3
16226,White,M,1,0,1,1,1,3
16230,White,M,1,1,1,1,0,4
16247,White,M,0,0,0,0,1,0
16254,Black,M,1,0,1,0,1,2
16257,Black,F,1,0,0,0,1,1
16258,Latino,M,1,0,1,0,1,2
16273,Unknown or Legacy,M,1,1,1,0,1,3
16280,White,M,1,0,0,0,0,1
16282,White,M,1,0,0,0,1,1
16283,White,M,1,0,0,0,0,1
16289,Black,M,1,1,0,1,0,3
16290,Black,M,1,0,0,0,1,1
16291,Black,M,0,1,0,0,1,1
16294,Black,M,0,0,1,1,0,2
16297,East/Southeast Asian,M,1,0,0,0,1,1
16304,White,M,1,0,0,1,1,2
16305,White,M,1,0,0,0,1,1
16308,Black,M,1,0,0,0,1,1
16313,Black,M,0,0,0,0,0,0
16316,White,M,1,1,1,0,0,3
16317,White,M,1,0,0,0,1,1
16318,White,M,1,1,1,0,0,3
16339,White,M,0,0,1,1,1,2
16344,East/Southeast Asian,M,1,0,1,1,1,3
16349,White,F,1,0,0,0,0,1
16354,Unknown or Legacy,M,0,0,0,1,0,1
16359,Black,M,1,1,0,1,1,3
16361,Black,M,0,0,0,0,1,0
16362,Black,M,1,0,0,0,0,1
16364,Black,M,0,0,0,1,0,1
16366,White,M,1,1,1,1,1,4
16369,Black,M,0,1,1,0,1,2
16372,Unknown or Legacy,M,1,1,0,0,1,2
16374,Indigenous,M,1,0,0,1,1,2
16377,South Asian,F,1,0,1,0,1,2
16379,East/Southeast Asian,F,1,0,0,0,1,1
16384,Black,M,0,0,1,1,1,2
16404,Black,M,0,0,0,1,1,1
16406,Black,M,0,0,0,1,0,1
16422,Black,M,0,0,0,1,0,1
16435,East/Southeast Asian,M,1,0,0,1,1,2
16444,White,M,1,0,0,1,1,2
16448,Black,M,1,1,1,1,1,4
16457,Unknown or Legacy,M,1,1,1,1,0,4
16475,White,M,1,0,0,0,0,1
16479,Middle-Eastern,F,1,0,1,0,0,2
16480,White,M,1,0,0,0,0,1
16485,Middle-Eastern,F,1,1,1,0,1,3
16522,Unknown or Legacy,F,1,0,0,1,0,2
16527,Black,M,1,1,0,0,1,2
16528,Black,M,1,0,0,0,1,1
16532,Black,M,0,0,1,0,1,1
16536,White,M,0,0,0,1,0,1
16542,Black,M,1,0,0,0,0,1
16555,White,M,1,0,0,1,0,2
16578,Black,M,1,1,1,1,1,4
16586,White,F,1,0,0,0,1,1
16613,Black,M,0,0,1,0,0,1
16614,Black,M,1,1,0,0,1,2
16615,Black,M,1,1,0,0,0,2
16617,Black,M,0,0,0,0,1,0
16625,Black,M,1,0,1,0,1,2
16642,White,M,1,0,0,0,0,1
16643,White,M,1,0,0,0,1,1
16650,White,M,1,1,1,0,1,3
16657,Indigenous,M,1,1,0,1,1,3
16658,Indigenous,M,1,0,1,0,1,2
16659,Indigenous,M,0,0,0,0,1,0
16660,Indigenous,M,0,0,0,0,1,0
16664,Indigenous,M,0,0,0,0,1,0
16676,White,M,0,0,1,1,1,2
16683,White,M,1,0,0,0,1,1
16687,White,M,0,0,0,0,1,0
16721,White,M,0,0,0,0,0,0
16722,White,M,0,0,0,0,0,0
16742,Black,M,1,0,0,0,0,1
16743,Black,M,1,0,0,1,1,2
16745,Black,M,0,0,0,0,1,0
16746,Black,M,1,1,0,0,0,2
16747,Black,M,1,0,0,0,0,1
16748,Black,M,1,0,0,0,0,1
16774,Black,M,1,1,0,1,1,3
16786,Black,M,1,1,0,0,1,2
16788,Black,M,1,0,1,0,1,2
16792,Unknown or Legacy,F,1,0,0,1,1,2
16795,South Asian,F,1,1,1,1,1,4
16822,Black,M,1,0,0,0,0,1
16823,Black,M,0,0,0,0,1,0
16834,White,F,1,0,1,0,1,2
16842,Indigenous,M,0,0,0,0,0,0
16850,White,F,1,0,0,0,1,1
16851,White,F,1,0,0,0,0,1
16854,White,M,1,0,0,0,1,1
16859,White,M,1,1,1,1,1,4
16860,White,M,1,1,1,0,1,3
16865,White,M,1,0,1,0,0,2
16873,Black,M,1,0,1,0,0,2
16874,Black,M,1,0,1,1,0,3
16875,Black,M,1,0,1,1,1,3
16876,Unknown or Legacy,M,1,0,1,0,1,2
16880,Black,M,0,0,1,0,1,1
16881,Black,M,0,0,0,0,1,0
16884,Black,M,1,1,0,0,1,2
16885,Black,M,1,1,0,0,1,2
16886,Black,M,0,0,0,0,1,0
16887,Black,M,1,1,0,0,1,2
16888,Black,M,1,0,1,0,1,2
16893,Black,M,0,0,0,0,0,0
16921,White,M,1,1,1,0,0,3
16930,Black,M,0,0,1,0,1,1
16933,Black,M,1,0,0,0,0,1
16934,Black,M,1,1,1,1,0,4
16935,Black,M,0,0,1,1,1,2
16952,Black,M,1,1,0,0,1,2
16954,Black,M,1,0,0,0,1,1
16960,Black,M,1,0,0,0,1,1
16961,Black,M,1,0,0,0,1,1
16962,White,M,1,1,0,0,1,2
16967,White,M,1,0,1,0,1,2
16973,Unknown or Legacy,M,1,0,1,1,1,3
16988,White,F,1,1,0,1,1,3
16990,White,M,1,0,0,0,1,1
16995,White,M,1,0,0,0,0,1
17000,Black,M,1,1,0,0,1,2
17002,White,M,1,0,1,1,1,3
17005,Black,M,0,0,1,1,0,2
17008,White,M,1,0,0,1,0,2
17015,White,M,0,0,0,1,0,1
17025,Black,M,1,0,1,0,1,2
17030,Black,M,0,0,1,0,0,1
17038,Unknown or Legacy,M,0,0,0,1,1,1
17041,Black,M,1,1,1,1,1,4
17074,White,M,1,0,0,1,1,2
17090,Black,M,0,0,1,1,1,2
17094,White,M,1,0,1,0,0,2
17099,White,M,1,1,1,1,1,4
17101,East/Southeast Asian,M,1,0,1,0,0,2
17118,Unknown or Legacy,F,0,0,0,0,1,0
17119,White,F,1,1,0,0,1,2
17120,White,F,1,1,1,1,1,4
17121,White,F,1,0,0,0,1,1
17123,White,F,1,1,1,1,0,4
17124,White,F,1,1,1,0,1,3
17125,Unknown or Legacy,F,0,0,1,1,1,2
17126,Unknown or Legacy,F,1,0,0,0,1,1
17128,White,F,1,0,0,1,1,2
17130,White,F,1,0,0,0,0,1
17147,White,M,1,0,1,0,1,2
17155,White,F,1,1,1,1,1,4
17156,White,F,1,0,0,0,0,1
17169,Black,M,1,1,0,0,1,2
17172,Black,M,1,1,1,1,0,4
17173,Black,M,1,0,0,0,0,1
17174,Black,M,0,0,0,0,1,0
17175,Black,M,1,0,1,0,1,2
17182,Black,M,1,1,0,0,1,2
17214,White,M,1,1,0,0,1,2
17223,White,M,1,1,1,0,1,3
17225,Black,M,0,0,0,0,0,0
17232,White,M,1,0,0,0,0,1
17238,Indigenous,M,0,1,1,1,0,3
17247,Unknown or Legacy,M,1,0,0,0,0,1
17249,White,M,0,0,1,1,0,2
17251,White,M,1,1,1,0,1,3
17258,White,M,0,0,0,0,1,0
17290,East/Southeast Asian,M,1,0,0,0,1,1
17292,East/Southeast Asian,M,1,0,1,0,0,2
17318,White,F,1,0,0,1,1,2
17325,White,M,1,1,1,1,1,4
17326,White,M,1,1,1,1,1,4
17327,White,M,1,0,1,0,1,2
17329,White,M,1,1,1,0,1,3
17336,White,M,0,0,1,0,1,1
17340,Unknown or Legacy,M,0,0,0,0,1,0
17342,Black,M,1,0,1,0,1,2
17344,Black,M,1,0,1,0,1,2
17361,White,M,1,1,1,1,0,4
17365,East/Southeast Asian,M,0,0,0,1,0,1
17372,East/Southeast Asian,M,1,0,1,0,1,2
17380,East/Southeast Asian,M,0,0,0,1,0,1
17388,White,M,0,0,0,1,1,1
17389,White,M,1,1,0,1,1,3
17390,White,M,1,0,0,0,1,1
17391,Black,M,1,1,1,1,1,4
17399,White,M,1,0,0,0,1,1
17401,White,M,1,0,0,0,1,1
17402,Indigenous,M,0,0,1,0,0,1
17418,White,M,1,0,1,0,0,2
17427,White,M,1,1,1,1,0,4
17438,East/Southeast Asian,F,1,0,1,0,0,2
17448,White,M,1,0,0,0,1,1
17453,White,M,1,0,0,0,1,1
17476,Black,M,0,0,0,0,0,0
17496,White,M,1,0,0,1,1,2
17497,Black,F,0,0,0,0,1,0
17499,Black,F,1,0,0,0,1,1
17509,Unknown or Legacy,M,1,1,1,1,0,4
17510,Middle-Eastern,M,1,0,1,0,0,2
17516,Black,M,1,1,1,0,1,3
17535,Unknown or Legacy,M,1,0,0,0,1,1
17536,Unknown or Legacy,M,0,0,0,0,1,0
17538,White,M,1,1,1,1,1,4
17539,White,M,1,0,0,0,1,1
17541,White,M,1,0,0,0,1,1
17543,Black,M,1,1,1,0,0,3
17546,White,M,1,1,1,1,0,4
17547,White,M,1,1,0,0,1,2
17554,Black,M,0,0,0,0,1,0
17555,Black,M,0,0,1,0,1,1
17556,Black,M,1,1,1,1,0,4
17559,White,M,0,0,0,1,0,1
17572,White,M,1,1,1,1,1,4
17590,Black,M,1,1,1,1,1,4
17621,Black,M,1,0,0,1,0,2
17649,White,M,1,0,1,0,1,2
17657,White,M,1,1,1,1,1,4
17660,Black,M,1,0,1,0,0,2
17669,East/Southeast Asian,F,1,1,1,1,0,4
17670,East/Southeast Asian,F,1,1,1,1,0,4
17671,Black,M,1,0,0,0,0,1
17672,Black,M,1,0,0,1,0,2
17673,White,M,0,0,0,0,1,0
17677,White,M,1,1,0,1,1,3
17690,White,M,1,0,0,1,1,2
17691,White,M,1,1,1,1,0,4
17697,White,M,1,1,1,1,0,4
17700,White,M,1,0,0,0,1,1
17702,White,M,1,1,1,0,1,3
17703,White,M,1,0,1,0,1,2
17719,White,M,1,0,0,1,0,2
17727,White,M,1,0,0,0,0,1
17728,White,M,1,0,0,0,1,1
17741,White,M,1,0,0,0,1,1
17751,White,M,1,0,1,0,1,2
17758,White,M,1,0,0,0,0,1
