id,race,gender,strip_search,items_found
29847,Indigenous,M,No,NA
29848,Indigenous,M,No,NA
29849,White,M,No,NA
29850,White,M,No,NA
29851,White,M,No,NA
29852,White,M,Yes,0
29853,Black,M,No,NA
29854,Black,M,Yes,1
29855,White,M,No,NA
29856,White,M,No,NA
29857,Latino,F,No,NA
29858,Black,M,Yes,1
29859,Black,M,No,NA
29860,Black,M,No,NA
29861,Black,M,No,NA
29862,Black,M,No,NA
29863,East/Southeast Asian,M,No,NA
29864,Unknown or Legacy,M,No,NA
29865,Black,F,No,NA
29866,Unknown or Legacy,F,No,NA
29867,Middle-Eastern,M,No,NA
29868,Unknown or Legacy,M,No,NA
29869,White,M,No,NA
29870,Black,M,No,NA
29871,Middle-Eastern,M,No,NA
29872,East/Southeast Asian,M,No,NA
29873,Black,F,No,NA
29874,Unknown or Legacy,F,No,NA
29875,White,F,No,NA
29876,Unknown or Legacy,M,No,NA
29877,Unknown or Legacy,F,No,NA
29878,Black,F,No,NA
29879,East/Southeast Asian,M,Yes,0
29880,Unknown or Legacy,M,No,NA
29881,Black,M,No,NA
29882,Black,M,No,NA
29883,White,M,No,NA
29884,White,M,No,NA
29885,Middle-Eastern,M,No,NA
29886,White,M,No,NA
29887,White,M,No,NA
29888,White,M,No,NA
29889,White,F,Yes,1
29890,White,F,No,NA
29891,Middle-Eastern,M,No,NA
29892,South Asian,M,No,NA
29893,East/Southeast Asian,M,No,NA
29894,Black,F,No,NA
29895,Black,F,No,NA
29896,Black,M,No,NA
29897,White,M,No,NA
29898,Black,F,No,NA
29899,Unknown or Legacy,M,No,NA
29900,White,M,No,NA
29901,Black,M,No,NA
29902,White,M,Yes,1
29903,None,F,No,NA
29904,Black,F,No,NA
29905,White,M,No,NA
29906,Black,M,No,NA
29907,White,F,No,NA
29908,Black,M,No,NA
29909,South Asian,M,No,NA
29910,White,M,No,NA
29911,White,M,No,NA
29912,Black,F,Yes,1
29913,White,M,No,NA
29914,Latino,M,No,NA
29915,Black,M,Yes,1
29916,Black,M,Yes,1
29917,Unknown or Legacy,M,No,NA
29918,White,F,No,NA
29919,Black,F,No,NA
29920,Black,F,No,NA
29921,Black,F,No,NA
29922,Latino,M,No,NA
29923,White,F,No,NA
29924,White,M,No,NA
29925,White,M,No,NA
29926,Black,M,No,NA
29927,Unknown or Legacy,M,No,NA
29928,Black,M,No,NA
29929,Black,M,No,NA
29930,White,M,Yes,1
29931,White,M,No,NA
29932,White,F,No,NA
29933,Black,M,No,NA
29934,Middle-Eastern,M,Yes,1
29935,Black,M,No,NA
29936,White,F,No,NA
29937,Unknown or Legacy,M,No,NA
29938,South Asian,F,Yes,1
29939,Black,M,No,NA
29940,Middle-Eastern,M,No,NA
29941,White,M,No,NA
29942,Black,M,Yes,0
29943,Unknown or Legacy,M,Yes,0
29944,Unknown or Legacy,M,No,NA
29945,Black,M,Yes,1
29946,Black,M,Yes,1
29947,Black,M,No,NA
29948,Black,M,No,NA
29949,Black,M,No,NA
29950,Black,M,Yes,0
29951,Black,M,No,NA
29952,Black,M,No,NA
29953,Black,M,No,NA
29954,White,F,No,NA
29955,Middle-Eastern,M,No,NA
29956,White,M,No,NA
29957,White,M,No,NA
29958,White,F,No,NA
29959,Middle-Eastern,F,No,NA
29960,White,F,No,NA
29961,White,F,No,NA
29962,Black,M,Yes,0
29963,Latino,F,No,NA
29964,Indigenous,F,No,NA
29965,White,F,No,NA
29966,South Asian,M,No,NA
29967,Black,F,No,NA
29968,Black,F,No,NA
29969,Black,M,No,NA
29970,White,M,No,NA
29971,White,F,No,NA
29972,Black,M,No,NA
29973,White,M,Yes,1
29974,White,M,Yes,1
29975,Black,M,Yes,1
29976,South Asian,M,No,NA
29977,White,M,No,NA
29978,White,M,No,NA
29979,White,M,Yes,0
29980,East/Southeast Asian,M,No,NA
29981,White,M,No,NA
29982,East/Southeast Asian,M,No,NA
29983,White,M,No,NA
29984,Black,M,No,NA
29985,Black,M,No,NA
29986,East/Southeast Asian,F,No,NA
29987,East/Southeast Asian,M,No,NA
29988,Black,M,No,NA
29989,White,M,No,NA
29990,Latino,F,No,NA
29991,Unknown or Legacy,M,No,NA
29992,East/Southeast Asian,M,No,NA
29993,East/Southeast Asian,M,No,NA
29994,East/Southeast Asian,M,No,NA
29995,East/Southeast Asian,M,No,NA
29996,White,M,No,NA
29997,White,F,No,NA
29998,Black,M,No,NA
29999,White,F,No,NA
30000,White,F,No,NA
30001,Black,M,No,NA
30002,White,F,No,NA
30003,Black,M,No,NA
30004,Black,M,No,NA
30005,Black,M,No,NA
30006,Black,M,No,NA
30007,East/Southeast Asian,M,No,NA
30008,Black,F,No,NA
30009,South Asian,F,No,NA
30010,White,M,Yes,1
30011,White,M,No,NA
30012,White,M,No,NA
30013,White,M,No,NA
30014,White,M,No,NA
30015,White,M,No,NA
30016,White,M,No,NA
30017,White,M,No,NA
30018,White,M,No,NA
30019,White,M,No,NA
30020,White,M,No,NA
30021,Middle-Eastern,M,No,NA
30022,Black,M,No,NA
30023,Black,M,No,NA
30024,Black,M,No,NA
30025,White,M,No,NA
30026,Black,M,No,NA
30027,White,M,No,NA
30028,White,M,No,NA
30029,White,M,Yes,1
30030,White,M,No,NA
30031,Black,M,No,NA
30032,Black,M,No,NA
30033,Black,M,No,NA
30034,Black,M,No,NA
30035,White,M,No,NA
30036,White,M,No,NA
30037,White,M,No,NA
30038,Middle-Eastern,F,No,NA
30039,Black,M,No,NA
30040,South Asian,M,No,NA
30041,Black,M,No,NA
30042,Black,M,No,NA
30043,Black,M,No,NA
30044,Black,M,No,NA
30045,Black,M,No,NA
30046,Black,M,No,NA
30047,Black,M,No,NA
30048,Black,M,No,NA
30049,Black,M,No,NA
30050,Black,M,No,NA
30051,Black,M,No,NA
30052,White,M,No,NA
30053,Black,M,No,NA
30054,White,M,No,NA
30055,White,M,No,NA
30056,White,M,No,NA
30057,White,M,No,NA
30058,White,M,No,NA
30059,Black,M,No,NA
30060,Black,M,No,NA
30061,South Asian,M,No,NA
30062,Black,F,No,NA
30063,Black,F,No,NA
30064,Black,F,No,NA
30065,Black,F,No,NA
30066,White,M,No,NA
30067,East/Southeast Asian,F,No,NA
30068,Unknown or Legacy,M,No,NA
30069,White,F,No,NA
30070,White,F,No,NA
30071,White,F,Yes,0
30072,White,F,No,NA
30073,White,F,No,NA
30074,White,F,No,NA
30075,White,F,No,NA
30076,White,M,No,NA
30077,White,M,No,NA
30078,Unknown or Legacy,M,No,NA
30079,Unknown or Legacy,F,No,NA
30080,White,M,No,NA
30081,White,M,No,NA
30082,White,M,No,NA
30083,White,M,No,NA
30084,White,M,No,NA
30085,White,M,No,NA
30086,White,F,No,NA
30087,White,F,No,NA
30088,Middle-Eastern,M,No,NA
30089,White,F,No,NA
30090,South Asian,M,No,NA
30091,Middle-Eastern,M,No,NA
30092,White,M,No,NA
30093,Unknown or Legacy,M,No,NA
30094,Middle-Eastern,F,No,NA
30095,White,M,No,NA
30096,Black,M,No,NA
30097,Black,M,No,NA
30098,Black,M,No,NA
30099,South Asian,M,No,NA
30100,East/Southeast Asian,M,No,NA
30101,Unknown or Legacy,M,No,NA
30102,White,M,No,NA
30103,White,M,No,NA
30104,East/Southeast Asian,M,No,NA
30105,Black,M,No,NA
30106,Black,M,No,NA
30107,Black,M,No,NA
30108,White,F,No,NA
30109,White,F,No,NA
30110,White,M,No,NA
30111,White,M,No,NA
30112,South Asian,M,No,NA
30113,Unknown or Legacy,M,No,NA
30114,East/Southeast Asian,M,No,NA
30115,Black,F,No,NA
30116,Black,M,No,NA
30117,Black,M,No,NA
30118,South Asian,M,No,NA
30119,Middle-Eastern,F,No,NA
30120,White,F,No,NA
30121,White,F,No,NA
30122,Black,M,No,NA
30123,Black,M,No,NA
30124,White,M,No,NA
30125,Black,M,No,NA
30126,Black,M,No,NA
30127,East/Southeast Asian,M,No,NA
30128,South Asian,M,No,NA
30129,Black,F,No,NA
30130,White,M,No,NA
30131,White,M,No,NA
30132,White,M,No,NA
30133,Black,M,No,NA
30134,White,F,No,NA
30135,Black,F,Yes,0
30136,Black,F,Yes,0
30137,Unknown or Legacy,M,Yes,1
30138,Unknown or Legacy,M,No,NA
30139,White,M,No,NA
30140,Latino,M,No,NA
30141,Latino,M,No,NA
30142,Latino,M,No,NA
30143,Latino,M,No,NA
30144,Latino,M,No,NA
30145,Latino,M,No,NA
30146,Latino,M,No,NA
30147,White,M,No,NA
30148,Middle-Eastern,M,No,NA
30149,Middle-Eastern,M,No,NA
30150,White,M,No,NA
30151,Latino,M,No,NA
30152,Latino,M,No,NA
30153,Latino,M,No,NA
30154,Latino,M,No,NA
30155,Unknown or Legacy,M,No,NA
30156,Unknown or Legacy,M,Yes,0
30157,Latino,M,Yes,0
30158,Latino,M,No,NA
30159,Latino,M,No,NA
30160,Latino,M,No,NA
30161,Unknown or Legacy,F,No,NA
30162,Middle-Eastern,M,No,NA
30163,Middle-Eastern,M,No,NA
30164,White,M,Yes,0
30165,White,M,No,NA
30166,White,M,No,NA
30167,White,M,No,NA
30168,Black,M,No,NA
30169,Black,M,No,NA
30170,Black,M,No,NA
30171,White,M,No,NA
30172,White,M,Yes,1
30173,White,M,No,NA
30174,Black,F,No,NA
30175,Black,F,No,NA
30176,Black,M,No,NA
30177,Black,M,No,NA
30178,Black,M,No,NA
30179,White,F,No,NA
30180,White,M,No,NA
30181,White,M,No,NA
30182,White,M,No,NA
30183,White,M,No,NA
30184,White,M,No,NA
30185,White,M,No,NA
30186,White,M,No,NA
30187,Unknown or Legacy,M,No,NA
30188,White,M,No,NA
30189,Black,F,No,NA
30190,Unknown or Legacy,M,No,NA
30191,Unknown or Legacy,M,No,NA
30192,White,F,No,NA
30193,Black,M,No,NA
30194,South Asian,M,No,NA
30195,Black,M,Yes,1
30196,Black,M,No,NA
30197,Black,M,No,NA
30198,Black,M,No,NA
30199,Black,M,No,NA
30200,Black,M,No,NA
30201,East/Southeast Asian,M,No,NA
30202,Black,M,No,NA
30203,Black,M,No,NA
30204,Black,M,No,NA
30205,South Asian,F,No,NA
30206,White,M,No,NA
30207,Middle-Eastern,M,No,NA
30208,Black,M,No,NA
30209,South Asian,M,Yes,0
30210,White,M,No,NA
30211,White,M,No,NA
30212,Unknown or Legacy,M,No,NA
30213,White,M,No,NA
30214,Black,F,No,NA
30215,White,M,Yes,0
30216,East/Southeast Asian,F,No,NA
30217,Unknown or Legacy,F,No,NA
30218,East/Southeast Asian,M,No,NA
30219,East/Southeast Asian,M,No,NA
30220,East/Southeast Asian,M,No,NA
30221,South Asian,M,No,NA
30222,South Asian,M,No,NA
30223,Unknown or Legacy,M,No,NA
30224,South Asian,M,No,NA
30225,South Asian,M,Yes,0
30226,Unknown or Legacy,M,Yes,1
30227,Unknown or Legacy,M,Yes,0
30228,East/Southeast Asian,M,No,NA
30229,White,M,No,NA
30230,White,M,No,NA
30231,White,M,No,NA
30232,White,M,No,NA
30233,Black,M,No,NA
30234,Black,M,No,NA
30235,White,M,No,NA
30236,White,M,No,NA
30237,Black,M,No,NA
30238,Black,M,No,NA
30239,Black,M,No,NA
30240,Black,M,No,NA
30241,White,F,No,NA
30242,Indigenous,M,No,NA
30243,Indigenous,M,No,NA
30244,Indigenous,M,No,NA
30245,Indigenous,M,No,NA
30246,Indigenous,M,Yes,1
30247,Indigenous,M,No,NA
30248,Indigenous,M,No,NA
30249,Indigenous,M,No,NA
30250,Indigenous,M,No,NA
30251,White,M,No,NA
30252,White,M,Yes,0
30253,Unknown or Legacy,M,No,NA
30254,East/Southeast Asian,M,No,NA
30255,White,M,No,NA
30256,White,M,No,NA
30257,Middle-Eastern,M,No,NA
30258,White,F,No,NA
30259,White,M,No,NA
30260,White,M,No,NA
30261,East/Southeast Asian,M,No,NA
30262,Black,M,No,NA
30263,Middle-Eastern,M,No,NA
30264,Middle-Eastern,M,No,NA
30265,Middle-Eastern,M,No,NA
30266,Black,M,No,NA
30267,Unknown or Legacy,M,No,NA
30268,White,F,No,NA
30269,Middle-Eastern,M,No,NA
30270,Black,M,No,NA
30271,East/Southeast Asian,F,No,NA
30272,White,M,No,NA
30273,White,F,Yes,1
30274,Unknown or Legacy,M,No,NA
30275,White,M,No,NA
30276,White,M,No,NA
30277,Black,M,No,NA
30278,Black,M,Yes,1
30279,Black,M,No,NA
30280,Black,M,No,NA
30281,Black,M,No,NA
30282,Latino,M,No,NA
30283,Latino,M,No,NA
30284,Black,M,No,NA
30285,Latino,M,No,NA
30286,Unknown or Legacy,M,No,NA
30287,Unknown or Legacy,M,No,NA
30288,Unknown or Legacy,M,No,NA
30289,Unknown or Legacy,M,No,NA
30290,Unknown or Legacy,M,No,NA
30291,Unknown or Legacy,M,No,NA
30292,Unknown or Legacy,M,No,NA
30293,South Asian,M,No,NA
30294,White,F,No,NA
30295,Unknown or Legacy,M,No,NA
30296,White,M,No,NA
30297,Black,M,No,NA
30298,Black,F,No,NA
30299,East/Southeast Asian,F,No,NA
30300,South Asian,M,No,NA
30301,White,M,Yes,1
30302,White,F,Yes,1
30303,Black,M,No,NA
30304,Black,M,No,NA
30305,East/Southeast Asian,M,No,NA
30306,White,M,No,NA
30307,Black,F,Yes,1
30308,White,M,No,NA
30309,Latino,M,No,NA
30310,South Asian,M,No,NA
30311,Middle-Eastern,M,No,NA
30312,White,F,No,NA
30313,White,F,No,NA
30314,White,M,No,NA
30315,White,M,No,NA
30316,South Asian,F,No,NA
30317,Black,M,No,NA
30318,Black,M,No,NA
30319,Unknown or Legacy,M,No,NA
30320,Unknown or Legacy,M,No,NA
30321,Unknown or Legacy,M,No,NA
30322,Black,F,No,NA
30323,Black,F,No,NA
30324,Black,F,No,NA
30325,White,F,No,NA
30326,White,F,No,NA
30327,White,F,No,NA
30328,White,F,No,NA
30329,Unknown or Legacy,F,No,NA
30330,Unknown or Legacy,M,No,NA
30331,Unknown or Legacy,M,Yes,0
30332,Unknown or Legacy,M,No,NA
30333,Unknown or Legacy,M,No,NA
30334,East/Southeast Asian,M,No,NA
30335,White,F,No,NA
30336,Black,M,No,NA
30337,East/Southeast Asian,M,No,NA
30338,White,M,No,NA
30339,Black,M,Yes,1
30340,White,M,No,NA
30341,White,F,No,NA
30342,Black,M,No,NA
30343,White,M,No,NA
30344,Black,M,No,NA
30345,White,M,No,NA
30346,White,M,No,NA
30347,White,M,No,NA
30348,Black,M,No,NA
30349,Black,M,No,NA
30350,White,M,No,NA
30351,White,M,No,NA
30352,Black,M,No,NA
30353,Black,M,No,NA
30354,East/Southeast Asian,M,No,NA
30355,Black,M,No,NA
30356,White,F,Yes,0
30357,Middle-Eastern,M,No,NA
30358,Black,M,No,NA
30359,Black,M,No,NA
30360,South Asian,M,No,NA
30361,White,M,Yes,1
30362,White,M,No,NA
30363,Indigenous,M,No,NA
30364,Indigenous,M,No,NA
30365,East/Southeast Asian,F,No,NA
30366,White,M,No,NA
30367,Black,M,No,NA
30368,White,M,No,NA
30369,White,M,No,NA
30370,White,M,Yes,0
30371,White,M,No,NA
30372,White,M,No,NA
30373,White,M,No,NA
30374,White,F,No,NA
30375,White,F,No,NA
30376,White,F,No,NA
30377,White,F,No,NA
30378,White,M,Yes,0
30379,Middle-Eastern,M,Yes,1
30380,Middle-Eastern,M,No,NA
30381,Middle-Eastern,M,No,NA
30382,Middle-Eastern,M,No,NA
30383,Middle-Eastern,M,No,NA
30384,Middle-Eastern,M,No,NA
30385,Middle-Eastern,M,No,NA
30386,Middle-Eastern,M,No,NA
30387,White,M,No,NA
30388,White,M,No,NA
30389,White,M,No,NA
30390,East/Southeast Asian,M,No,NA
30391,Black,M,No,NA
30392,Black,M,No,NA
30393,Black,F,No,NA
30394,Black,F,No,NA
30395,Unknown or Legacy,M,Yes,1
30396,Black,M,No,NA
30397,Black,M,No,NA
30398,Black,M,No,NA
30399,Black,M,No,NA
30400,Unknown or Legacy,M,No,NA
30401,Black,M,No,NA
30402,Black,M,No,NA
30403,Black,F,No,NA
30404,Black,F,No,NA
30405,Black,M,No,NA
30406,Black,M,No,NA
30407,Black,M,No,NA
30408,Black,M,No,NA
30409,Black,M,No,NA
30410,Black,M,No,NA
30411,Black,M,No,NA
30412,Black,M,No,NA
30413,Black,M,No,NA
30414,Black,M,No,NA
30415,Black,M,No,NA
30416,Black,M,No,NA
30417,Black,M,No,NA
30418,Unknown or Legacy,M,Yes,0
30419,White,M,No,NA
30420,White,M,Yes,0
30421,Unknown or Legacy,M,No,NA
30422,White,M,No,NA
30423,White,F,No,NA
30424,Indigenous,M,Yes,0
30425,Indigenous,M,Yes,1
30426,Indigenous,M,Yes,1
30427,Indigenous,M,No,NA
30428,Indigenous,M,No,NA
30429,Indigenous,M,No,NA
30430,White,M,No,NA
30431,White,M,No,NA
30432,Middle-Eastern,M,No,NA
30433,Unknown or Legacy,M,No,NA
30434,White,M,No,NA
30435,Black,M,No,NA
30436,White,M,No,NA
30437,South Asian,M,No,NA
30438,East/Southeast Asian,M,No,NA
30439,East/Southeast Asian,M,No,NA
30440,East/Southeast Asian,M,No,NA
30441,East/Southeast Asian,M,No,NA
30442,Unknown or Legacy,M,No,NA
30443,White,F,No,NA
30444,Black,M,No,NA
30445,Indigenous,M,No,NA
30446,Unknown or Legacy,M,No,NA
30447,Unknown or Legacy,M,No,NA
30448,White,M,No,NA
30449,Black,M,No,NA
30450,Black,M,No,NA
30451,White,M,No,NA
30452,Middle-Eastern,M,No,NA
30453,Unknown or Legacy,M,No,NA
30454,South Asian,M,No,NA
30455,White,F,No,NA
30456,Black,M,No,NA
30457,South Asian,M,No,NA
30458,White,M,No,NA
30459,East/Southeast Asian,F,No,NA
30460,Black,F,Yes,0
30461,White,F,No,NA
30462,White,F,No,NA
30463,White,M,No,NA
30464,Black,F,No,NA
30465,Middle-Eastern,M,No,NA
30466,South Asian,M,No,NA
30467,Middle-Eastern,F,No,NA
30468,East/Southeast Asian,M,No,NA
30469,White,M,No,NA
30470,East/Southeast Asian,M,No,NA
30471,Middle-Eastern,M,No,NA
30472,Black,F,No,NA
30473,White,F,No,NA
30474,Black,M,No,NA
30475,Middle-Eastern,M,No,NA
30476,White,M,No,NA
30477,Black,M,No,NA
30478,Black,M,No,NA
30479,White,F,No,NA
30480,White,F,No,NA
30481,White,F,No,NA
30482,Black,M,No,NA
30483,Black,M,No,NA
30484,White,M,Yes,1
30485,White,M,No,NA
30486,White,M,No,NA
30487,Black,F,Yes,1
30488,Black,F,No,NA
30489,Black,F,No,NA
30490,Black,F,No,NA
30491,Black,F,No,NA
30492,Black,F,No,NA
30493,Black,M,No,NA
30494,Black,M,Yes,1
30495,Black,M,Yes,0
30496,Black,M,No,NA
30497,Black,M,Yes,0
30498,White,M,No,NA
30499,White,F,No,NA
30500,White,F,No,NA
30501,White,F,No,NA
30502,White,M,No,NA
30503,White,M,No,NA
30504,White,M,No,NA
30505,White,M,No,NA
30506,Black,M,No,NA
30507,White,M,No,NA
30508,South Asian,M,Yes,1
30509,South Asian,M,No,NA
30510,Black,M,No,NA
30511,Unknown or Legacy,M,Yes,0
30512,Black,M,No,NA
30513,Unknown or Legacy,F,No,NA
30514,Black,F,No,NA
30515,Black,F,No,NA
30516,Indigenous,F,No,NA
30517,White,M,No,NA
30518,White,M,No,NA
30519,White,M,No,NA
30520,White,M,No,NA
30521,White,M,No,NA
30522,White,M,No,NA
30523,Black,M,No,NA
30524,Black,M,No,NA
30525,Black,M,No,NA
30526,Unknown or Legacy,M,No,NA
30527,White,F,No,NA
30528,White,F,No,NA
30529,South Asian,M,No,NA
30530,South Asian,M,Yes,1
30531,East/Southeast Asian,M,No,NA
30532,White,F,No,NA
30533,South Asian,M,No,NA
30534,East/Southeast Asian,M,No,NA
30535,South Asian,M,No,NA
30536,Unknown or Legacy,M,No,NA
30537,White,M,No,NA
30538,White,M,No,NA
30539,East/Southeast Asian,M,No,NA
30540,White,F,No,NA
30541,White,F,No,NA
30542,East/Southeast Asian,M,No,NA
30543,White,M,No,NA
30544,White,M,No,NA
30545,Black,M,No,NA
30546,White,M,No,NA
30547,Indigenous,M,Yes,0
30548,Unknown or Legacy,M,Yes,1
30549,Unknown or Legacy,M,Yes,1
30550,Black,M,No,NA
30551,Indigenous,M,No,NA
30552,White,M,No,NA
30553,Indigenous,M,No,NA
30554,White,M,Yes,1
30555,Indigenous,M,No,NA
30556,Indigenous,M,No,NA
30557,Indigenous,M,No,NA
30558,Indigenous,M,No,NA
30559,White,F,No,NA
30560,White,M,No,NA
30561,Indigenous,M,No,NA
30562,White,M,No,NA
30563,White,M,No,NA
30564,East/Southeast Asian,M,No,NA
30565,Unknown or Legacy,M,No,NA
30566,Indigenous,M,No,NA
30567,East/Southeast Asian,M,No,NA
30568,White,M,No,NA
30569,East/Southeast Asian,M,No,NA
30570,Black,M,No,NA
30571,Indigenous,M,No,NA
30572,Middle-Eastern,M,No,NA
30573,Black,M,No,NA
30574,Unknown or Legacy,M,No,NA
30575,White,F,No,NA
30576,Indigenous,M,No,NA
30577,East/Southeast Asian,M,No,NA
30578,Black,M,No,NA
30579,Middle-Eastern,F,No,NA
30580,White,F,Yes,1
30581,White,M,No,NA
30582,Black,F,No,NA
30583,Unknown or Legacy,F,No,NA
30584,White,M,No,NA
30585,Black,M,No,NA
30586,Unknown or Legacy,F,No,NA
30587,White,M,No,NA
30588,Black,M,Yes,1
30589,Black,M,No,NA
30590,White,M,No,NA
30591,White,M,No,NA
30592,White,M,No,NA
30593,White,M,No,NA
30594,White,M,No,NA
30595,White,M,No,NA
30596,White,M,No,NA
30597,White,F,Yes,1
30598,White,F,No,NA
30599,White,F,No,NA
30600,White,F,No,NA
30601,White,F,No,NA
30602,White,F,No,NA
30603,White,F,No,NA
30604,White,M,No,NA
30605,White,M,No,NA
30606,White,F,No,NA
30607,White,F,No,NA
30608,White,M,No,NA
30609,Black,M,No,NA
30610,White,M,No,NA
30611,White,M,No,NA
30612,White,M,No,NA
30613,White,M,No,NA
30614,White,M,No,NA
30615,White,M,No,NA
30616,White,M,Yes,1
30617,White,M,No,NA
30618,White,M,No,NA
30619,White,M,Yes,1
30620,White,M,No,NA
30621,Black,F,No,NA
30622,White,M,No,NA
30623,White,F,No,NA
30624,Black,M,No,NA
30625,Middle-Eastern,M,No,NA
30626,White,M,No,NA
30627,Black,F,No,NA
30628,Black,F,No,NA
30629,Black,F,No,NA
30630,White,M,No,NA
30631,Black,M,No,NA
30632,White,M,No,NA
30633,Black,M,No,NA
30634,Black,M,No,NA
30635,Indigenous,M,No,NA
30636,Indigenous,M,No,NA
30637,Indigenous,M,No,NA
30638,Indigenous,M,No,NA
30639,Unknown or Legacy,M,No,NA
30640,Black,F,Yes,0
30641,White,F,No,NA
30642,Black,M,No,NA
30643,Black,M,No,NA
30644,White,M,No,NA
30645,South Asian,M,No,NA
30646,East/Southeast Asian,M,No,NA
30647,Black,M,No,NA
30648,Black,M,No,NA
30649,White,M,No,NA
30650,White,M,No,NA
30651,Black,M,No,NA
30652,White,M,No,NA
30653,White,M,No,NA
30654,White,M,Yes,1
30655,White,M,No,NA
30656,White,M,No,NA
30657,White,M,No,NA
30658,White,M,No,NA
30659,White,M,No,NA
30660,Black,M,No,NA
30661,Black,F,No,NA
30662,White,M,Yes,1
30663,East/Southeast Asian,M,No,NA
30664,White,F,No,NA
30665,Indigenous,F,No,NA
30666,Indigenous,F,No,NA
30667,Indigenous,F,No,NA
30668,White,M,Yes,1
30669,White,M,No,NA
30670,Unknown or Legacy,M,No,NA
30671,Latino,M,No,NA
30672,White,M,No,NA
30673,White,M,Yes,1
30674,White,M,No,NA
30675,Black,M,No,NA
30676,White,M,No,NA
30677,Black,F,No,NA
30678,South Asian,M,No,NA
30679,White,F,No,NA
30680,Unknown or Legacy,M,No,NA
30681,South Asian,F,No,NA
30682,White,F,No,NA
30683,White,F,No,NA
30684,White,F,No,NA
30685,White,F,No,NA
30686,Black,F,No,NA
30687,East/Southeast Asian,M,No,NA
30688,Middle-Eastern,M,No,NA
30689,Middle-Eastern,M,No,NA
30690,White,M,No,NA
30691,Middle-Eastern,M,No,NA
30692,Middle-Eastern,M,No,NA
30693,Middle-Eastern,M,No,NA
30694,Black,M,No,NA
30695,Black,M,No,NA
30696,Black,M,No,NA
30697,Black,M,No,NA
30698,Black,M,No,NA
30699,Black,M,No,NA
30700,Black,M,No,NA
30701,Black,M,No,NA
30702,Middle-Eastern,M,No,NA
30703,Middle-Eastern,M,No,NA
30704,Black,M,No,NA
30705,Black,M,No,NA
30706,Black,M,No,NA
30707,Black,F,No,NA
30708,Middle-Eastern,M,No,NA
30709,White,M,No,NA
30710,White,M,No,NA
30711,Unknown or Legacy,M,No,NA
30712,Unknown or Legacy,F,No,NA
30713,White,M,No,NA
30714,White,F,No,NA
30715,Black,M,No,NA
30716,Unknown or Legacy,M,No,NA
30717,White,M,No,NA
30718,White,M,No,NA
30719,Black,M,No,NA
30720,Black,M,No,NA
30721,White,M,No,NA
30722,Black,M,Yes,0
30723,East/Southeast Asian,M,No,NA
30724,White,M,Yes,1
30725,White,M,No,NA
30726,South Asian,M,No,NA
30727,Black,F,No,NA
30728,Black,F,No,NA
30729,Middle-Eastern,M,Yes,0
30730,Middle-Eastern,M,No,NA
30731,South Asian,M,No,NA
30732,South Asian,M,No,NA
30733,White,M,Yes,1
30734,White,M,No,NA
30735,White,M,No,NA
30736,White,M,No,NA
30737,White,M,No,NA
30738,White,M,No,NA
30739,White,M,No,NA
30740,Black,F,No,NA
30741,White,M,No,NA
30742,White,M,No,NA
30743,White,M,No,NA
30744,Unknown or Legacy,F,No,NA
30745,Unknown or Legacy,F,No,NA
30746,South Asian,M,No,NA
30747,Black,M,No,NA
30748,Black,M,No,NA
30749,Black,M,No,NA
30750,Black,M,No,NA
30751,White,M,No,NA
30752,Unknown or Legacy,M,No,NA
30753,East/Southeast Asian,M,No,NA
30754,Latino,F,No,NA
30755,Black,M,No,NA
30756,East/Southeast Asian,F,No,NA
30757,White,M,No,NA
30758,White,M,Yes,1
30759,Black,F,No,NA
30760,White,M,Yes,0
30761,Black,M,No,NA
30762,White,M,No,NA
30763,Unknown or Legacy,M,No,NA
30764,Black,F,No,NA
30765,White,M,Yes,1
30766,Latino,M,No,NA
30767,Unknown or Legacy,M,Yes,0
30768,White,M,No,NA
30769,White,M,No,NA
30770,Black,M,Yes,1
30771,White,F,Yes,1
30772,Black,M,Yes,0
30773,Black,M,No,NA
30774,Unknown or Legacy,M,No,NA
30775,White,M,No,NA
30776,Black,F,No,NA
30777,Unknown or Legacy,M,No,NA
30778,White,M,No,NA
30779,White,M,No,NA
30780,White,M,No,NA
30781,White,M,No,NA
30782,White,M,No,NA
30783,White,M,No,NA
30784,Unknown or Legacy,M,No,NA
30785,White,M,No,NA
30786,White,M,No,NA
30787,Unknown or Legacy,F,Yes,1
30788,Unknown or Legacy,F,No,NA
30789,Black,M,No,NA
30790,Unknown or Legacy,M,No,NA
30791,White,M,No,NA
30792,Black,F,No,NA
30793,White,F,No,NA
30794,Unknown or Legacy,M,No,NA
30795,White,M,No,NA
30796,South Asian,M,No,NA
30797,White,M,No,NA
30798,White,M,No,NA
30799,White,M,No,NA
30800,Latino,M,No,NA
30801,Black,F,No,NA
30802,Unknown or Legacy,M,No,NA
30803,Black,M,No,NA
30804,Black,M,No,NA
30805,Black,F,Yes,0
30806,Black,F,No,NA
30807,Black,M,No,NA
30808,Black,M,No,NA
30809,White,M,Yes,1
30810,White,M,Yes,0
30811,White,M,No,NA
30812,White,M,No,NA
30813,East/Southeast Asian,M,No,NA
30814,Black,M,No,NA
30815,Black,M,Yes,0
30816,Black,M,No,NA
30817,Black,M,No,NA
30818,Black,M,No,NA
30819,Black,M,Yes,0
30820,Black,M,No,NA
30821,Black,M,No,NA
